ticker,month,stratum,H_fund,dir_fund,H_avg,price,ret_next,momentum,H_sent,dir_sent,sf_conflict,volatility,ln_price,D_sent,HxD
ADSK,2006-12,high,1.5751,overvalued,1.5744500000000001,40.459999084472656,8.057346045471268,0.009892844638353715,1.5738,bullish,1.0,0.23877041283217795,3.700313809111637,1.0,1.5738
ADSK,2007-03,high,1.5751,overvalued,1.56235,37.599998474121094,9.760643969622834,0.2577676447590438,1.5496,bearish,0.0,0.23886787406576862,3.627004009813962,-1.0,-1.5496
ADSK,2007-06,high,1.5751,overvalued,1.5457,47.08000183105469,-10.004253857235689,0.0021855306440241584,1.5163,bullish,1.0,0.2307999409017383,3.8518483212844856,1.0,1.5163
ADSK,2007-09,high,1.5751,overvalued,1.5509499999999998,49.970001220703125,-2.141284107835695,0.029647566482801313,1.5268,bullish,1.0,0.2578233780727627,3.911422849784833,1.0,1.5268
ADSK,2007-12,high,1.5751,overvalued,1.5751,49.7599983215332,-17.303048806431324,0.07590760627121118,1.5751,bullish,1.0,0.2513943505145049,3.9072114146996775,1.0,1.5751
ADSK,2008-03,high,1.5751,overvalued,1.44455,31.479999542236328,20.71156465239419,-0.11161481439998822,1.314,bearish,0.0,0.38063154864257137,3.4493524090077896,-1.0,-1.314
ADSK,2008-06,high,1.5751,overvalued,1.5369,33.810001373291016,-5.67879889280137,-0.19303461718269577,1.4987,bearish,0.0,0.41341011442875714,3.5207566573376883,-1.0,-1.4987
ADSK,2008-09,high,1.5751,overvalued,1.5678,33.54999923706055,-36.48286154831686,0.025731721876300906,1.5605,bearish,0.0,0.4438096994911962,3.5130368406773194,-1.0,-1.5605
ADSK,2008-12,high,1.5751,overvalued,1.5654,19.649999618530273,-15.725191921499935,-0.4822643453609675,1.5557,bearish,0.0,0.5657661431609231,2.9780773189020526,-1.0,-1.5557
ADSK,2009-03,high,1.5751,overvalued,1.57565,16.809999465942383,18.61987607112493,-0.5339150004251674,1.5762,bearish,0.0,0.5997247180179958,2.8219739156502905,-1.0,-1.5762
ADSK,2009-06,high,1.5751,overvalued,1.55465,18.979999542236328,14.910431991362463,0.2019288939516466,1.5342,bearish,0.0,0.6931475072493785,2.943385769063569,-1.0,-1.5342
ADSK,2009-09,high,1.5751,overvalued,1.5457,23.799999237060547,4.747903799743133,0.7186761376775086,1.5163,bullish,1.0,0.695451520258338,3.169685548621149,1.0,1.5163
ADSK,2009-12,high,1.5751,overvalued,1.5457,25.40999984741211,-6.375438573840666,0.16169624271856708,1.5163,bullish,1.0,0.5349631710603173,3.2351427913270396,1.0,1.5163
ADSK,2010-03,high,1.5751,overvalued,1.5457,29.3799991607666,15.6909552395641,0.015364942623241395,1.5163,bullish,1.0,0.4093114366919811,3.3803141421809455,1.0,1.5163
ADSK,2010-06,high,1.5751,overvalued,1.4525000000000001,24.360000610351562,21.264368536077075,0.44946697537787883,1.3299,bearish,0.0,0.35057062896923047,3.1929424678971787,-1.0,-1.3299
ADSK,2010-09,high,1.5751,overvalued,1.5457,31.969999313354492,13.231159025449236,0.059540954258590295,1.5163,bullish,1.0,0.40654258145023275,3.4647979415939423,1.0,1.5163
ADSK,2010-12,high,1.5751,overvalued,1.5024,38.20000076293945,6.492145268861756,0.2371838851596222,1.4297,bullish,1.0,0.42962365182518236,3.642835535584766,1.0,1.4297
ADSK,2011-03,high,1.5751,overvalued,1.5509499999999998,44.11000061035156,1.9723394238190004,0.4670032808047815,1.5268,bullish,1.0,0.39624733903063913,3.786686527953882,1.0,1.5268
ADSK,2011-06,high,1.5751,overvalued,1.4757500000000001,38.599998474121094,-10.880821539560488,0.27458198853277604,1.3764,bearish,0.0,0.3444217110868382,3.6532522369402427,-1.0,-1.3764
ADSK,2011-09,high,1.5751,overvalued,1.3695499999999998,27.790000915527344,24.505208111701577,-0.18192622711011508,1.164,bearish,0.0,0.33567649006905687,3.3246762766989004,-1.0,-1.164
ADSK,2011-12,high,1.5751,overvalued,1.54,30.329999923706055,18.694362316375248,-0.19497443362883782,1.5049,bearish,0.0,0.3633821276861537,3.412137319185028,-1.0,-1.5049
ADSK,2012-03,high,1.5751,overvalued,1.4169,42.31999969482422,-6.970701285945996,0.2765957101430767,1.2587,bullish,1.0,0.41178390347327043,3.745259780338896,1.0,1.2587
ADSK,2012-06,high,1.5751,overvalued,1.57955,34.9900016784668,-3.0580264595413706,0.15556205707467896,1.584,bullish,1.0,0.46436614337340876,3.5550623543494955,1.0,1.584
ADSK,2012-09,high,1.5751,overvalued,1.5728499999999999,33.349998474121094,-4.497745611039037,-0.10383092374132619,1.5706,bearish,0.0,0.42154633017604115,3.5070577266081413,-1.0,-1.5706
ADSK,2012-12,high,1.5751,overvalued,1.5751,35.349998474121094,9.985863497500214,-0.0053091840681950275,1.5751,bullish,1.0,0.35917454028499557,3.5652983491776897,1.0,1.5751
ADSK,2013-03,high,1.5751,overvalued,1.5457,41.25,-4.533330743963068,0.25217397821089116,1.5163,bullish,1.0,0.31144420746927454,3.71965111278069,1.0,1.5163
ADSK,2013-06,high,1.5751,overvalued,1.44455,33.939998626708984,4.272247559251164,0.1886507636130168,1.314,bearish,0.0,0.24342337020936716,3.524594219343763,-1.0,-1.314
ADSK,2013-09,high,1.5751,overvalued,1.57025,41.16999816894531,-3.084762447291945,-0.036220092234224066,1.5654,bullish,1.0,0.23632030299412424,3.717709791306352,1.0,1.5654
ADSK,2013-12,high,1.5751,overvalued,1.5024,50.31999969482422,1.8481723187916446,0.057513967929244236,1.4297,bullish,1.0,0.2702982333107809,3.9184026063274837,1.0,1.4297
ADSK,2014-03,high,1.5751,overvalued,1.5728499999999999,49.18000030517578,-2.3586820663155406,0.3945578231292519,1.5706,bearish,0.0,0.25747992411404114,3.8954870429933286,-1.0,-1.5706
ADSK,2014-06,high,1.5751,overvalued,1.5509499999999998,56.380001068115234,-5.374250685688099,0.061215479729583855,1.5268,bullish,1.0,0.24900594837576542,4.032114504630898,1.0,1.5268
ADSK,2014-09,high,1.5718,overvalued,1.5779,55.099998474121094,4.428316713206898,0.016577723694234603,1.584,bullish,1.0,0.23308274297122877,4.009149688465966,1.0,1.584
ADSK,2014-12,high,1.5751,overvalued,1.5692499999999998,60.060001373291016,-10.073264924113504,0.09872068147961865,1.5634,bearish,0.0,0.18513496980364855,4.0953440854205025,-1.0,-1.5634
ADSK,2015-03,high,1.5751,overvalued,1.55465,58.63999938964844,-3.086626155240486,0.0068978176005751735,1.5342,bearish,0.0,0.26917977149178185,4.071417047169945,-1.0,-1.5342
ADSK,2015-06,high,1.5751,overvalued,1.4525000000000001,50.08000183105469,0.9984025194063576,-0.08338706724105316,1.3299,bearish,0.0,0.2736172609295836,3.913621763354436,-1.0,-1.3299
ADSK,2015-09,high,1.5751,overvalued,1.42455,44.13999938964844,25.033981399764034,-0.21264004494027067,1.274,bearish,0.0,0.2777446378327758,3.7873663870009606,-1.0,-1.274
ADSK,2015-12,high,1.5751,overvalued,1.5751,60.93000030517578,-23.157722861775483,0.019205855429810903,1.5751,bullish,1.0,0.39596761035001243,4.109725669269032,1.0,1.5751
ADSK,2016-03,high,1.5751,overvalued,1.57025,58.310001373291016,2.5896043319677577,0.0014973196753842455,1.5654,bullish,1.0,0.4188779257135209,4.0657736287856165,1.0,1.5654
ADSK,2016-06,high,1.5751,overvalued,1.44455,54.13999938964844,9.8079080774912,-0.05750750678555727,1.314,bearish,0.0,0.4257606461679616,3.9915732729125764,-1.0,-1.314
ADSK,2016-09,high,1.5751,overvalued,1.5457,72.33000183105469,-0.06913182703162027,0.1490142797517806,1.5163,bullish,1.0,0.4318203881561787,4.281239006176476,1.0,1.5163
ADSK,2016-12,high,1.5718,overvalued,1.50075,74.01000213623047,9.904058897563345,0.24043243884455046,1.4297,bullish,1.0,0.34402789081860136,4.304200248073453,1.0,1.4297
ADSK,2017-03,high,1.5751,overvalued,1.5457,86.47000122070312,4.163291804440454,0.20682484416056468,1.5163,bullish,1.0,0.21114414789478123,4.459797547089409,1.0,1.5163
ADSK,2017-06,high,1.5751,overvalued,1.57645,100.81999969482422,9.888912171078843,0.24046273154807696,1.5778,bullish,1.0,0.2655884201237682,4.613336745627548,1.0,1.5778
ADSK,2017-09,high,1.5751,overvalued,1.5751,112.26000213623047,11.313020404926064,0.28377748548956383,1.5751,bullish,1.0,0.26829966510821707,4.720817628543364,1.0,1.5751
ADSK,2017-12,high,1.5751,overvalued,1.54,104.83000183105469,10.29285579229183,0.11801022490434554,1.5049,bearish,0.0,0.32226371713386376,4.652340007931377,-1.0,-1.5049
ADSK,2018-03,high,1.5751,overvalued,1.5457,125.58000183105469,0.25481739939351233,0.010134576894878622,1.5163,bullish,1.0,0.331755754347856,4.832943020266746,1.0,1.5163
ADSK,2018-06,high,1.5751,overvalued,1.5457,131.08999633789062,-2.021507338861992,0.147675524414828,1.5163,bullish,1.0,0.25332470517586686,4.875884082273877,1.0,1.5163
ADSK,2018-09,high,1.5751,overvalued,1.55775,156.11000061035156,-17.205816735209524,0.09338555466678367,1.5404,bullish,1.0,0.27930920545873206,5.050560890878328,1.0,1.5404
ADSK,2018-12,high,1.5751,overvalued,1.4525000000000001,128.61000061035156,14.454549607081141,0.0011618426753916555,1.3299,bearish,0.0,0.3072302754592017,4.8567845740237505,-1.0,-1.3299
ADSK,2019-03,high,1.5751,overvalued,1.5728499999999999,155.82000732421875,14.369142816853412,-0.04632334870449051,1.5706,bearish,0.0,0.34935553985676326,5.048701541907067,-1.0,-1.5706
ADSK,2019-06,high,1.5751,overvalued,1.5457,162.89999389648438,-4.131366470041535,0.23328724369458276,1.5163,bullish,1.0,0.39255101263332104,5.093136478140131,1.0,1.5163
ADSK,2019-09,high,1.5751,overvalued,1.5678,147.6999969482422,-0.23019386927256896,-0.04196059486158532,1.5605,bearish,0.0,0.35964904397736147,4.995183168875466,-1.0,-1.5605
ADSK,2019-12,high,1.5751,overvalued,1.5509499999999998,183.4600067138672,7.298593099111844,-0.08420858084256277,1.5268,bullish,1.0,0.36290044797147797,5.211996696677319,1.0,1.5268
ADSK,2020-03,high,1.4944,overvalued,1.4254,156.10000610351562,19.878281592583505,0.37830833222576565,1.3564,bearish,0.0,0.3116532460456869,5.050496866621422,-1.0,-1.3564
ADSK,2020-06,high,1.5751,overvalued,1.5457,239.19000244140625,-1.1538984645903467,0.03443897842192922,1.5163,bullish,1.0,0.3833504836563192,5.477258225389488,1.0,1.5163
ADSK,2020-09,high,1.5751,overvalued,1.57205,231.00999450683594,1.9609535894616132,0.2386315309502085,1.569,bullish,1.0,0.36849524397216776,5.442460975849195,1.0,1.569
ADSK,2020-12,high,1.5751,overvalued,1.5457,305.3399963378906,-9.140631426229547,0.11959305931823283,1.5163,bullish,1.0,0.36490068701956835,5.72142589783525,1.0,1.5163
ADSK,2021-03,high,1.5751,overvalued,1.5744500000000001,277.1499938964844,5.325639578089931,0.12914121335631545,1.5738,bearish,0.0,0.38498907445865105,5.624558853843387,-1.0,-1.5738
ADSK,2021-06,high,1.5751,overvalued,1.57955,291.8999938964844,10.013707296168658,0.04168002076105681,1.584,bullish,1.0,0.2649901530746413,5.676411256950457,1.0,1.584
ADSK,2021-09,high,1.5751,overvalued,1.55465,285.1700134277344,11.37566027153441,0.1635145104449729,1.5342,bearish,0.0,0.2557409068964561,5.6530855407533105,-1.0,-1.5342
ADSK,2021-12,high,1.5751,overvalued,1.57955,281.19000244140625,-11.166829859755238,0.11106836083039928,1.584,bullish,1.0,0.30069034325375943,5.6390306061089115,1.0,1.584
ADSK,2022-03,high,1.5751,overvalued,1.40225,214.35000610351562,-11.69582766986801,-0.19445968513622014,1.2294,bearish,0.0,0.331143813541371,5.367610221518516,-1.0,-1.2294
ADSK,2022-06,high,1.5751,overvalued,1.3695499999999998,171.9600067138672,25.796696254010026,-0.2553601756114381,1.164,bearish,0.0,0.35695835162122763,5.147261930671271,-1.0,-1.164
ADSK,2022-09,high,1.4944,overvalued,1.49965,186.8000030517578,14.721627168485863,-0.017754113786378145,1.5049,bearish,0.0,0.4618331461395118,5.230038542131775,-1.0,-1.5049
ADSK,2022-12,high,1.5751,overvalued,1.5678,186.8699951171875,15.138871559974628,0.03152829387127709,1.5605,bearish,0.0,0.4374638413166658,5.230413161804702,-1.0,-1.5605
ADSK,2023-03,high,1.5751,overvalued,1.57025,208.16000366210938,-6.42294876093445,0.06652125410693532,1.5654,bullish,1.0,0.4353183390647827,5.3383070323569575,1.0,1.5654
ADSK,2023-06,high,1.5751,overvalued,1.5751,204.61000061035156,3.6068642103503974,-0.03545433904584028,1.5751,bullish,1.0,0.41522842751511174,5.321105731161468,1.0,1.5751
ADSK,2023-09,high,1.4944,overvalued,1.4837,206.91000366210938,-4.485041136266862,0.06693846136360038,1.473,bearish,0.0,0.27299384912298863,5.332283933810355,-1.0,-1.473
ADSK,2023-12,high,1.5751,overvalued,1.5457,243.47999572753906,4.24264909328085,-0.00882689458961583,1.5163,bullish,1.0,0.2493617403294355,5.495034786078241,1.0,1.5163
ADSK,2024-03,high,1.5751,overvalued,1.55775,260.4200134277344,-18.266648057530823,0.14359734507798527,1.5404,bullish,1.0,0.19334570273169174,5.562295763862421,1.0,1.5404
ADSK,2024-06,high,1.5751,overvalued,1.57025,247.4499969482422,0.028291503367200713,-0.025545880874281113,1.5654,bullish,1.0,0.2704528262578452,5.511208529065069,1.0,1.5654
ADSK,2024-09,high,1.5751,overvalued,1.57025,275.4800109863281,3.0201744136904147,-0.04125192160728797,1.5654,bullish,1.0,0.34507378590931886,5.618515070557171,1.0,1.5654
ADSK,2024-12,high,1.5751,overvalued,1.5457,295.57000732421875,,0.40773799206754946,1.5163,bullish,1.0,0.3183950230337427,5.68890572020575,1.0,1.5163
AI,2021-03,high,0.6824,overvalued,0.6824,65.91000366210938,0.5310248136464637,,,,,,4.188290230626899,0.0,
AI,2021-06,high,0.6824,overvalued,0.6824,62.529998779296875,-19.478651116187883,,,,,,4.135646422057327,0.0,
AI,2021-09,high,0.6824,overvalued,0.6824,46.34000015258789,-2.6327173428699115,-0.5522852669036441,,,,,3.83600552229702,0.0,
AI,2021-12,high,0.6824,overvalued,0.93055,31.25,-15.71199951171875,-0.2688381202190333,1.1787,bearish,0.0,,3.4420193761824107,-1.0,-1.1787
AI,2022-03,high,0.6824,overvalued,0.9982,22.700000762939453,-25.154188545859295,-0.48894063475554794,1.314,bearish,0.0,0.4060169479406568,3.122364958097024,-1.0,-1.314
AI,2022-06,high,0.6824,overvalued,0.93055,18.260000228881836,0.8214655895404596,-0.5403138476197673,1.1787,bearish,0.0,0.3702669939265003,2.9047128877014243,-1.0,-1.1787
AI,2022-09,high,0.8063,overvalued,0.9925,12.5,4.879997253417969,-0.17885817195522036,1.1787,bearish,0.0,0.3439581836980596,2.5257286443082556,-1.0,-1.1787
AI,2022-12,high,0.6824,overvalued,0.93055,11.1899995803833,77.39053731751603,-0.30708247337146755,1.1787,bearish,0.0,0.42099639573088293,2.415020484824575,-1.0,-1.1787
AI,2023-03,high,0.8063,overvalued,1.0872000000000002,33.56999969482422,-46.916890506937705,0.10277779897054007,1.3681,bullish,1.0,0.8956026854280502,3.513632801901214,1.0,1.3681
AI,2023-06,high,0.6824,overvalued,1.1301,36.43000030517578,15.289595520626067,0.3697155558279175,1.5778,bullish,1.0,1.579806021090714,3.595392619397518,1.0,1.5778
AI,2023-09,high,0.8063,overvalued,0.9987,25.520000457763672,-4.388717943352045,0.8600531506603539,1.1911,bearish,0.0,1.6231578921218972,3.2394624764140367,-1.0,-1.1911
AI,2023-12,high,0.8063,overvalued,1.18845,28.709999084472656,-13.688605096308153,-0.3901524458350626,1.5706,bearish,0.0,1.5946659483332886,3.3572454622441756,-1.0,-1.5706
AI,2024-03,high,0.8063,overvalued,1.09135,27.06999969482422,-16.77133010476819,-0.201160531239013,1.3764,bearish,0.0,1.5102363855105725,3.298426092352631,-1.0,-1.3764
AI,2024-06,high,0.6824,overvalued,1.12145,28.959999084472656,-7.631212549511374,-0.22630494377284427,1.5605,bearish,0.0,0.7930396269117924,3.365915535904002,-1.0,-1.5605
AI,2024-09,high,0.6824,overvalued,1.12145,24.229999542236328,1.6508445154240194,-0.27644038093728673,1.5605,bearish,0.0,0.7426913179376503,3.1875915159360004,-1.0,-1.5605
AI,2024-12,high,0.6824,overvalued,1.1257,34.43000030517578,,-0.16706123047144628,1.569,bullish,1.0,0.8463713669168496,3.5389282862140914,1.0,1.569
AMD,2005-03,high,1.3235,overvalued,1.3235,16.1200008392334,-11.72457319231102,,,,,,2.780060789140106,0.0,
AMD,2005-06,high,1.3235,overvalued,1.3235,17.34000015258789,15.801613304537575,,,,,,2.8530159801521586,0.0,
AMD,2005-09,high,1.3235,overvalued,1.3235,25.200000762939453,-7.857148371586016,0.15071627769508322,,,,,3.226844024792752,0.0,
AMD,2005-12,high,1.2587,overvalued,1.3875,30.600000381469727,36.60130299335925,0.4158536496012071,1.5163,bullish,1.0,,3.421000021424666,1.0,1.5163
AMD,2006-03,high,1.4297,overvalued,1.50295,33.15999984741211,-2.4427062033120914,1.012517973798889,1.5762,bearish,0.0,0.48582466516060363,3.5013443256655292,-1.0,-1.5762
AMD,2006-06,high,1.3235,overvalued,1.3267,24.420000076293945,-20.59787334533406,0.23567601592905651,1.3299,bearish,0.0,0.49015788585788383,3.1954024718067986,-1.0,-1.3299
AMD,2006-09,high,1.4297,overvalued,1.4396,24.850000381469727,-14.406438103621145,-0.4985777008590616,1.4495,bearish,0.0,0.6452762448795777,3.212857767893532,-1.0,-1.4495
AMD,2006-12,high,1.2587,overvalued,1.2943,20.350000381469727,-23.587224082342722,-0.3114276180629685,1.3299,bearish,0.0,0.6178097965779218,3.013080930634045,-1.0,-1.3299
AMD,2007-03,high,1.2587,overvalued,1.26635,13.0600004196167,5.819289822272647,-0.37775108710859007,1.274,bearish,0.0,0.4694807638626072,2.5695541559782002,-1.0,-1.274
AMD,2007-06,high,1.2587,overvalued,1.41465,14.300000190734863,-5.314686844369757,-0.3592953226540673,1.5706,bearish,0.0,0.4897348135593151,2.6602595506039637,-1.0,-1.5706
AMD,2007-09,high,1.2587,overvalued,1.3946999999999998,13.199999809265137,-0.9090900552502553,-0.10152619535199259,1.5307,bearish,0.0,0.2796108795372992,2.5802168151427143,-1.0,-1.5307
AMD,2007-12,high,1.3235,overvalued,1.2572999999999999,7.5,1.2000020345052083,-0.08339176565409223,1.1911,bearish,0.0,0.3314254809720812,2.0149030205422647,-1.0,-1.1911
AMD,2008-03,high,1.2587,overvalued,1.2187000000000001,5.889999866485596,1.188457949883523,-0.41615383441631615,1.1787,bearish,0.0,0.3352403388392903,1.7732559749955148,-1.0,-1.1787
AMD,2008-06,high,1.2587,overvalued,1.36585,5.829999923706055,-27.787305433260954,-0.38934427270707295,1.473,bearish,0.0,0.3877865555153865,1.763016987275961,-1.0,-1.473
AMD,2008-09,high,1.3235,overvalued,1.33995,5.25,-33.33333333333333,-0.41608876340186884,1.3564,bearish,0.0,0.7103964934607944,1.6582280766035324,-1.0,-1.3564
AMD,2008-12,high,1.3235,overvalued,1.2511,2.1600000858306885,1.3888875091517963,-0.4912790782294315,1.1787,bearish,0.0,0.7819840717554886,0.7701082614325027,-1.0,-1.1787
AMD,2009-03,high,1.3235,overvalued,1.4199,3.049999952316284,18.360654148674858,-0.6518282876785125,1.5163,bullish,1.0,0.770311105341386,1.1151415749853149,1.0,1.5163
AMD,2009-06,high,1.2587,overvalued,1.41385,3.869999885559082,-5.426351574634628,0.5296610404930735,1.569,bullish,1.0,0.9251380044638661,1.3532544774703934,1.0,1.569
AMD,2009-09,high,1.4297,overvalued,1.4297,5.659999847412109,-18.727914688269806,0.6788990705284788,1.4297,bullish,1.0,0.7564210932035582,1.7334238652560998,1.0,1.4297
AMD,2009-12,high,1.2587,overvalued,1.37675,9.680000305175781,-22.933886333059316,0.013215846538256804,1.4948,bullish,1.0,0.7521333499094518,2.270061932814909,1.0,1.4948
AMD,2010-03,high,1.3235,overvalued,1.4444499999999998,9.270000457763672,-2.157505426787239,0.7110091306657353,1.5654,bullish,1.0,0.8283879267761445,2.226783428958957,1.0,1.5654
AMD,2010-06,high,1.4297,overvalued,1.3798,7.320000171661377,2.3223988452202904,0.2938658200687354,1.3299,bearish,0.0,0.7885800102883768,1.9906103514242277,-1.0,-1.3299
AMD,2010-09,high,1.4297,overvalued,1.5024,7.110000133514404,3.234880657587267,-0.053097355802270374,1.5751,bullish,1.0,0.8311075814812368,1.9615022625935465,1.0,1.5751
AMD,2010-12,high,1.2587,overvalued,1.39275,8.180000305175781,-4.278733110171997,-0.14352387234963127,1.5268,bullish,1.0,0.6224976449652901,2.101692187922208,1.0,1.5268
AMD,2011-03,high,1.3235,overvalued,1.4533,8.600000381469727,5.81395323048289,0.39572187831676997,1.5831,bullish,1.0,0.48185722126669867,2.151762247616406,1.0,1.5831
AMD,2011-06,high,1.3235,overvalued,1.34995,6.989999771118164,5.007158697141678,0.24828538121920918,1.3764,bearish,0.0,0.46247551554640237,1.9444805235015359,-1.0,-1.3764
AMD,2011-09,high,1.3235,overvalued,1.2572999999999999,5.079999923706055,14.76377974928878,-0.20304016045751516,1.1911,bearish,0.0,0.411077755410699,1.6253112465718973,-1.0,-1.1911
AMD,2011-12,high,1.2587,overvalued,1.3786999999999998,5.400000095367432,24.25925777118722,-0.32834104622903126,1.4987,bearish,0.0,0.4349709673773454,1.686398971230864,-1.0,-1.4987
AMD,2012-03,high,1.3235,overvalued,1.3765999999999998,8.020000457763672,-8.229430007206068,-0.017569529560692465,1.4297,bullish,1.0,0.4611159998652019,2.081938478956186,1.0,1.4297
AMD,2012-06,high,1.2587,overvalued,1.3786999999999998,5.730000019073486,-29.14485289240848,0.29349737425305666,1.4987,bearish,0.0,0.49490503172457934,1.7457155340553543,-1.0,-1.4987
AMD,2012-09,high,1.2587,overvalued,1.26635,3.369999885559082,-39.16913881508368,-0.44761904823691245,1.274,bearish,0.0,0.531773118703681,1.2149127104055404,-1.0,-1.274
AMD,2012-12,high,1.2587,overvalued,1.40415,2.4000000953674316,8.333325054910777,-0.6628289509801983,1.5496,bearish,0.0,0.578930894306472,0.875468777090329,-1.0,-1.5496
AMD,2013-03,high,1.2587,overvalued,1.4076499999999998,2.549999952316284,10.588234744132448,-0.3010752998289862,1.5566,bearish,0.0,0.510796548809309,0.9360933404708383,-1.0,-1.5566
AMD,2013-06,high,1.4297,overvalued,1.47825,4.079999923706055,-7.598037955303528,0.2818181236913393,1.5268,bullish,1.0,0.6815502033329587,1.4060969697165737,1.0,1.5268
AMD,2013-09,high,1.2587,overvalued,1.4120499999999998,3.809999942779541,-12.335958941441518,0.5140562114407019,1.5654,bullish,1.0,0.6282924481879494,1.3376291741201163,1.0,1.5654
AMD,2013-12,high,1.3235,overvalued,1.44625,3.869999885559082,-11.369504698016678,-0.16500002145767212,1.569,bearish,0.0,0.4958032109139517,1.3532544774703934,-1.0,-1.569
AMD,2014-03,high,1.3235,overvalued,1.4493,4.010000228881836,1.9950104523650407,0.04892969014188031,1.5751,bullish,1.0,0.5118900162873619,1.3887912983962407,1.0,1.5751
AMD,2014-06,high,1.2587,overvalued,1.39955,4.190000057220459,-6.682576791550582,0.12362638316340457,1.5404,bullish,1.0,0.32417430646316087,1.4327007475904805,1.0,1.5404
AMD,2014-09,high,1.3235,overvalued,1.29875,3.4100000858306885,-17.888566514971394,0.053908368093605,1.274,bearish,0.0,0.29284417390419487,1.226712316465715,-1.0,-1.274
AMD,2014-12,high,1.3235,overvalued,1.3267,2.6700000762939453,-3.7453236027600116,-0.30000001192092896,1.3299,bearish,0.0,0.32215728401867766,0.9820785009866692,-1.0,-1.3299
